kab_asal,kab_tujuan,jarak_meter,jarak_km,waktu_detik,waktu_menit
Kota Blitar,Kota Pasuruan,132152.0,132.15,6247.7,104.1
Kota Blitar,Kota Probolinggo,168500.5,168.5,7829.4,130.5
Kota Blitar,Kota Surabaya,162727.3,162.73,7717.7,128.6
Kota Kediri,Kota Madiun,82132.5,82.13,4641.2,77.4
Kota Kediri,Kota Malang,103216.5,103.22,6080.4,101.3
Kota Kediri,Kota Mojokerto,76628.4,76.63,3520.6,58.7
Kota Kediri,Kota Pasuruan,135880.7,135.88,6106.7,101.8
Kota Kediri,Kota Probolinggo,172094.2,172.09,7699.4,128.3
Kota Kediri,Kota Surabaya,118098.2,118.1,5125.5,85.4
Kota Madiun,Kota Malang,213461.0,213.46,9523.5,158.7
Kota Madiun,Kota Mojokerto,122932.1,122.93,5618.1,93.6
Kota Madiun,Kota Pasuruan,187068.5,187.07,8456.4,140.9
Kota Madiun,Kota Probolinggo,223282.1,223.28,10049.1,167.5
Kota Madiun,Kota Surabaya,164925.4,164.93,7106.3,118.4
Kota Malang,Kota Mojokerto,89138.5,89.14,4019.8,67.0
Kota Malang,Kota Pasuruan,53907.5,53.91,2780.0,46.3
Kota Malang,Kota Probolinggo,90255.9,90.26,4361.7,72.7
Kota Malang,Kota Surabaya,91157.1,91.16,4307.4,71.8
Kota Mojokerto,Kota Pasuruan,65203.6,65.2,3116.1,51.9
Kota Mojokerto,Kota Probolinggo,101417.1,101.42,4708.8,78.5
Kota Mojokerto,Kota Surabaya,50230.5,50.23,2475.7,41.3
Kota Pasuruan,Kota Probolinggo,37785.6,37.79,1735.0,28.9
Kota Pasuruan,Kota Surabaya,62170.5,62.17,3082.8,51.4
Kota Probolinggo,Kota Surabaya,99738.9,99.74,4772.2,79.5
